,rank,artist_names,artist_individual,artist_id,artist_genre,track_name,release_date,album_num_tracks,album_cover,peak_rank,previous_rank,danceability,energy,key,mode,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,release_year
3963,200,YSY A,YSY A,spotify:artist:2qWK8K2Jfh67UqtwY8tCW6,argentine hip hop,Casi un G,2018-08-09,1,https://i.scdn.co/image/ab67616d0000b273a374de70daf238d31856afdc,88,-1,0.808,0.717,9,1,-5.182,0.0616,0.0392,0.0,0.363,0.395,140.018,139128.0,2018
40662,200,"The Kid LAROI, Machine Gun Kelly",The Kid LAROI,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,australian hip hop,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",2020-11-06,22,https://i.scdn.co/image/ab67616d0000b273df16d539f508603bfb1efe02,58,103,0.721,0.632,5,0,-6.695,0.0358,0.0693,0.0,0.291,0.296,92.057,144860.0,2020
33616,200,Vundabar,Vundabar,spotify:artist:1W4itxt3vwhmrgLEBuVHJ6,boston indie,Alien Blues,2015-07-24,10,https://i.scdn.co/image/ab67616d0000b273b7c802fd9a1ebf8b1ddb3746,155,155,0.464,0.682,10,1,-8.541,0.033,0.0768,0.832,0.0856,0.455,80.062,156057.0,2015
4652,200,WOS,WOS,spotify:artist:5YCc6xS5Gpj3EkaYGdjyNK,trap argentino,CONTANDO OVEJAS,2021-11-18,13,https://i.scdn.co/image/ab67616d0000b273cdb97c1de867f1b7ae0dc443,103,103,0.459,0.85,1,0,-3.982,0.113,0.0693,0.0,0.373,0.784,92.543,203469.0,2021
9380,200,"The La Planta, EL NOBA, Locura Mix",The La Planta,spotify:artist:4oZolC0sCwCAKqsNXfRlVS,cumbia pop,Salimo en Caravana,2022-01-21,1,https://i.scdn.co/image/ab67616d0000b2735367e01eba9b5435210a5972,126,136,0.778,0.592,7,1,-7.464,0.123,0.0786,6.71e-05,0.253,0.555,89.954,181354.0,2022
5008,200,Seafret,Seafret,spotify:artist:4Ly0KABsxlx4fNj63zJTrF,modern rock,Atlantis,2016-01-29,16,https://i.scdn.co/image/ab67616d0000b2738c33272a7c77042f5eb39d75,195,195,0.4,0.479,8,0,-7.989,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,229173.0,2016
29612,200,Lauv,Lauv,spotify:artist:5JZ7CnR6gTvEMKX4g70Amv,dance pop,I Like Me Better,2018-05-31,17,https://i.scdn.co/image/ab67616d0000b2735355919e31efac9b14c45c49,9,197,0.752,0.505,9,1,-7.621,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437.0,2018
11730,200,"No Te Va Gustar, Julieta Venegas",No Te Va Gustar,spotify:artist:4ZDoy7AWNgQVmX7T0u0B1j,latin alternative,Chau,2019-04-12,15,https://i.scdn.co/image/ab67616d0000b2739fa57de3cadf29c9bddb8d2c,157,-1,0.807,0.377,4,0,-10.179,0.052,0.151,0.00165,0.673,0.917,95.985,319393.0,2019
3786,200,Fer Palacio,Fer Palacio,spotify:artist:4frBEXn8nhWzOVwfCSpuYB,cumbia pop,Previa y Cachengue 33 - Remix,2020-08-29,1,https://i.scdn.co/image/ab67616d0000b27354ab6c386ba6293309b3cfeb,72,-1,0.821,0.641,9,1,-8.125,0.108,0.141,2.49e-06,0.104,0.785,99.995,643400.0,2020
620,200,FMK,FMK,spotify:artist:0dUyjgCyjfj5eMx6bX2TWf,trap latino,Princesa,2021-08-05,1,https://i.scdn.co/image/ab67616d0000b2739dcdb2dddfec42bbf2bc13fb,139,168,0.826,0.547,0,1,-5.27,0.0388,0.157,0.0,0.138,0.829,99.969,176400.0,2021
30318,200,Playboi Carti,Playboi Carti,spotify:artist:699OTQXzgjhIYAHMy9RyPD,trap,Sky,2020-12-25,24,https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb,186,186,0.785,0.903,2,1,-4.184,0.21,0.258,0.0,0.169,0.565,139.98,193234.0,2020
30588,200,Snow Patrol,Snow Patrol,spotify:artist:3rIZMv9rysU7JkLzEaC5Jp,neo mellow,Chasing Cars,2006-01-01,11,https://i.scdn.co/image/ab67616d0000b27315a6fad25bd729dc98799b90,159,-1,0.563,0.592,9,1,-4.571,0.0276,0.209,5.08e-05,0.132,0.136,104.016,267933.0,2006
31692,200,Luke Combs,Luke Combs,spotify:artist:718COspgdWOnwOFpJHRZHS,contemporary country,When It Rains It Pours,2017-06-02,12,https://i.scdn.co/image/ab67616d0000b273b7578013decfa174e30dc298,200,-1,0.551,0.801,6,1,-5.069,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760.0,2017
7589,200,"Jhay Cortez, Bad Bunny",Jhay Cortez,spotify:artist:0EFisYRi20PTADoJrifHrz,reggaeton,CÓMO SE SIENTE - Remix,2020-05-09,1,https://i.scdn.co/image/ab67616d0000b273464c8458b8b0cfcfb655fbfc,56,-1,0.807,0.606,3,0,-8.871,0.088,0.0946,0.0,0.119,0.304,92.988,227520.0,2020
9120,200,"Bad Bunny, Mora",Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,latin,Una Vez,2020-02-29,20,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,167,-1,0.55,0.598,11,0,-5.402,0.0831,0.132,2.58e-06,0.0955,0.543,83.836,232496.0,2020
89,200,Olivia Rodrigo,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,pop,good 4 u,2021-05-21,11,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,16,178,0.563,0.664,9,1,-5.044,0.154,0.335,0.0,0.0849,0.688,166.928,178147.0,2021
29890,200,Of Monsters and Men,Of Monsters and Men,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,modern rock,Little Talks,2012-01-01,12,https://i.scdn.co/image/ab67616d0000b273cb3f67e8026e2e493a1e8262,200,-1,0.457,0.757,1,1,-5.177,0.032,0.0206,0.0,0.146,0.417,102.961,266600.0,2012
33058,200,TLC,TLC,spotify:artist:0TImkz4nPqjegtVSMZnMRq,dance pop,No Scrubs,1999-02-23,17,https://i.scdn.co/image/ab67616d0000b27361ffafd5e31a37336531cf95,128,196,0.743,0.675,8,0,-4.267,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400.0,1999
20734,200,"YSY A, Bizarrap",YSY A,spotify:artist:2qWK8K2Jfh67UqtwY8tCW6,argentine hip hop,#Ysya2020 Vol. 6 - Un Flow de Infarto,2020-10-26,1,https://i.scdn.co/image/ab67616d0000b273069ec9c4f552b72dc1e3dc60,70,-1,0.789,0.492,11,0,-6.962,0.47,0.173,0.0,0.11,0.212,88.717,142377.0,2020
43513,200,"Regard, RAYE",Regard,spotify:artist:4ofCBoyEiGSePFAG500xev,dance pop,Secrets,2020-04-24,1,https://i.scdn.co/image/ab67616d0000b2732b79437b4d0aa1145add6bb0,22,107,0.848,0.768,6,0,-5.386,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767.0,2020
43207,200,"ArrDee, Aitch",ArrDee,spotify:artist:7m0BsF0t3K9WQFgKoPejfk,uk hip hop,War,2022-02-03,1,https://i.scdn.co/image/ab67616d0000b273b6cd3026b29756b5921ebf35,196,-1,0.754,0.794,2,1,-5.638,0.198,0.0563,0.0,0.114,0.853,142.099,166871.0,2022
32774,199,BØRNS,BØRNS,spotify:artist:1KP6TWI40m7p3QBTU6u2xo,modern rock,Electric Love,2015-10-16,11,https://i.scdn.co/image/ab67616d0000b273cc2cf912462d8ae4ef856434,37,-1,0.611,0.797,6,0,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107.0,2015
38607,199,Backstreet Boys,Backstreet Boys,spotify:artist:5rSXSAkZ67PYJSvpUpkOr7,boy band,I Want It That Way,1999-05-18,12,https://i.scdn.co/image/ab67616d0000b2732160c02bc56f192df0f4986b,145,-1,0.689,0.694,6,0,-5.83,0.027,0.257,0.0,0.148,0.482,99.039,213307.0,1999
10237,199,"Ovi, Duki",Ovi,spotify:artist:4o0NtnL2m0lzZmEdRas1qv,trap latino,Día De Pago,2021-09-22,1,https://i.scdn.co/image/ab67616d0000b273bb763b5ba0e89987d4aeeecb,92,182,0.817,0.578,0,0,-5.244,0.211,0.0415,0.0,0.0626,0.619,127.988,187296.0,2021
357,199,MYA,MYA,spotify:artist:5Rj6rNR8zIlUUDCs1OyPmW,pop argentino,2:50,2020-09-23,1,https://i.scdn.co/image/ab67616d0000b273746d302d8106171d509f2d61,36,-1,0.794,0.824,9,1,-3.726,0.0491,0.114,0.0,0.319,0.928,140.068,185143.0,2020
30451,199,Train,Train,spotify:artist:3FUY2gzHeIiaesXtOAdB7A,neo mellow,Drops of Jupiter (Tell Me),2001-03-27,11,https://i.scdn.co/image/ab67616d0000b273a65df73c4011b6a9357c89f0,172,-1,0.481,0.638,0,1,-5.862,0.0276,0.153,0.0,0.154,0.497,79.064,259933.0,2001
30038,199,Toploader,Toploader,spotify:artist:6xeFne1rkxMhKSW3ipvkdV,british alternative rock,Dancing in the Moonlight,2000-01-01,12,https://i.scdn.co/image/ab67616d0000b273e16a6534cd5a968a5b725d03,173,-1,0.632,0.856,10,1,-3.463,0.0348,0.0624,0.0,0.347,0.867,119.397,232693.0,2000
1154,199,Chano,Chano,spotify:artist:14lvrkdaXxggonwjKZpePM,cumbia pop,Claramente,2018-12-17,10,https://i.scdn.co/image/ab67616d0000b273d2b06d09ef4cbb740b92ffbc,112,-1,0.432,0.583,3,1,-6.7,0.0379,0.648,0.0,0.0799,0.514,207.758,161000.0,2018
2355,199,Trueno,Trueno,spotify:artist:2x7PC78TmgqpEIjaGAZ0Oz,trap argentino,HOOD,2022-05-12,15,https://i.scdn.co/image/ab67616d0000b2732ccbe28be97225ae844bef55,199,-1,0.66,0.524,5,0,-6.692,0.0368,0.859,3.83e-06,0.414,0.881,89.969,152471.0,2022
35013,199,ABBA,ABBA,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,europop,Gimme! Gimme! Gimme! (A Man After Midnight),1979-01-01,13,https://i.scdn.co/image/ab67616d0000b273aa22899360d8ba6704732dec,199,-1,0.749,0.491,10,1,-9.655,0.0403,0.02,0.00899,0.159,0.536,119.528,292613.0,1979
30587,199,XXXTENTACION,XXXTENTACION,spotify:artist:15UsOTVnJzReFVN1VCnxy4,emo rap,SAD!,2018-03-16,18,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,3,-1,0.74,0.613,8,1,-4.88,0.145,0.258,0.00372,0.123,0.473,75.023,166606.0,2018
3962,199,Seven Kayne,Seven Kayne,spotify:artist:4C29ETLBPmYKYwtJUepbJz,argentine hip hop,Si Te Lastimé - acústico,2018-10-04,3,https://i.scdn.co/image/ab67616d0000b27318da5f5d52df27be2a441d79,180,-1,0.738,0.437,8,1,-8.844,0.0457,0.723,0.0,0.149,0.709,134.865,135111.0,2018
14164,199,"Dillom, L-Gante",Dillom,spotify:artist:4cJD9t5QBFTUQcd3xfbOb2,trap argentino,HEGEMONICA,2021-12-01,18,https://i.scdn.co/image/ab67616d0000b2730f9f5a5e9ed058b856ac42ab,199,-1,0.743,0.528,1,0,-4.638,0.221,0.149,0.0,0.429,0.567,183.937,106948.0,2021
273,199,Nathy Peluso,Nathy Peluso,spotify:artist:3VHAySZQPlfGlNLslzXYpN,r&b en espanol,BUENOS AIRES,2020-10-02,12,https://i.scdn.co/image/ab67616d0000b2735eb6fc30c41f63356f7af40a,169,199,0.562,0.531,5,0,-8.706,0.0685,0.199,0.00144,0.109,0.624,83.937,240316.0,2020
6606,199,Taylor Swift,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,pop,22 (Taylor's Version),2021-11-12,30,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,199,-1,0.642,0.695,7,1,-5.62,0.0281,0.000443,1.02e-05,0.0753,0.642,103.984,230960.0,2021
40117,199,"Eminem, Nate Dogg",Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,detroit hip hop,'Till I Collapse,2002-05-26,20,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,132,-1,0.548,0.847,1,1,-3.237,0.186,0.0622,0.0,0.0816,0.1,171.447,297787.0,2002
37508,199,Frank Sinatra,Frank Sinatra,spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,easy listening,Jingle Bells - Remastered 1999,1957-09-01,15,https://i.scdn.co/image/ab67616d0000b27394fd2e614d0862bdd2592594,199,-1,0.512,0.339,8,1,-13.119,0.0498,0.727,0.0,0.0977,0.951,174.609,120693.0,1957
19545,199,"LIT killah, Bizarrap",LIT killah,spotify:artist:1vqR17Iv8VFdzure1TAXEq,trap latino,Flexin',2020-06-11,1,https://i.scdn.co/image/ab67616d0000b27305a6328a578269b0c90a9175,12,172,0.84,0.488,10,1,-6.156,0.0684,0.191,0.0,0.103,0.85,97.984,179383.0,2020
6988,199,"No Te Va Gustar, Juan Casanova",No Te Va Gustar,spotify:artist:4ZDoy7AWNgQVmX7T0u0B1j,latin alternative,Tan Lejos,2008-10-23,14,https://i.scdn.co/image/ab67616d0000b273ddd09616444114aeb60160a1,169,-1,0.652,0.577,0,1,-7.877,0.0328,0.0264,1.17e-06,0.0758,0.662,120.037,298000.0,2008
30586,198,George Ezra,George Ezra,spotify:artist:2ysnwxxNtSgbb9t1m2Ur4j,folk-pop,Shotgun,2018-03-23,11,https://i.scdn.co/image/ab67616d0000b273103045cd1c29dd16a469f808,3,195,0.673,0.735,5,1,-4.733,0.0457,0.286,0.0,0.242,0.754,115.744,201287.0,2018
7912,198,"DJ Tao, Ecko",DJ Tao,spotify:artist:5CA5IqbsFr4hpNLdjgO0BU,cumbia 420,ECKO | DJ TAO TURREO session #1,2021-03-25,1,https://i.scdn.co/image/ab67616d0000b273c1645d9735f9fbe2d206a051,165,195,0.852,0.625,2,1,-6.512,0.095,0.103,2.28e-05,0.0965,0.499,88.015,148544.0,2021
34028,198,The Neighbourhood,The Neighbourhood,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,modern alternative rock,Daddy Issues,2015-10-30,11,https://i.scdn.co/image/ab67616d0000b2733066581d697fbdee4303d685,198,-1,0.588,0.521,10,1,-9.461,0.0329,0.0678,0.149,0.123,0.337,85.012,260173.0,2015
31690,198,Carly Rae Jepsen,Carly Rae Jepsen,spotify:artist:6sFIWsNpZYqfjUpaCgueju,dance pop,Call Me Maybe,2012-01-01,17,https://i.scdn.co/image/ab67616d0000b273d3ee4bf67c2ac2154006ad72,158,-1,0.783,0.58,7,1,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400.0,2012
35012,198,Kanye West,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,rap,Come to Life,2021-08-29,27,https://i.scdn.co/image/ab67616d0000b2736ba1cffc9b2c5469503430b3,55,55,0.44,0.465,3,1,-6.592,0.0318,0.689,1.26e-06,0.384,0.241,126.937,310394.0,2021
7587,198,"Camilo, Evaluna Montaner",Camilo,spotify:artist:28gNT5KBp7IjEOQoevXf9N,colombian pop,Por Primera Vez,2020-04-17,10,https://i.scdn.co/image/ab67616d0000b273b4da01f3f98d18af9432e3dd,7,179,0.72,0.606,1,1,-3.54,0.116,0.143,0.0,0.0824,0.805,165.882,182709.0,2020
30180,198,Empire of the Sun,Empire of the Sun,spotify:artist:67hb7towEyKvt5Z8Bx306c,electropop,Walking On A Dream,2008-01-01,10,https://i.scdn.co/image/ab67616d0000b2732a6ab83ec179747bc3b190dc,187,-1,0.87,0.699,5,0,-5.541,0.0459,0.245,6.76e-06,0.0588,0.726,126.967,198440.0,2008
1256,198,El Reja,El Reja,spotify:artist:7HSeegdmjLYRJpkOYIaZIW,cumbia pop,Me Vas a Ver,2020-08-21,1,https://i.scdn.co/image/ab67616d0000b2731f0a78e6b570141df7918f49,75,188,0.794,0.894,5,1,-1.519,0.0445,0.111,0.0,0.23,0.932,145.413,146289.0,2020
35551,198,Doja Cat,Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,dance pop,Naked,2021-06-25,14,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,198,-1,0.733,0.862,7,1,-5.736,0.197,0.374,0.00247,0.131,0.536,111.076,223560.0,2021
2101,198,Rauw Alejandro,Rauw Alejandro,spotify:artist:1mcTU81TzQhprhouKaTkpq,trap latino,La Old Skul,2021-06-25,14,https://i.scdn.co/image/ab67616d0000b273c1449d5655128274517f3733,198,-1,0.795,0.798,9,0,-2.357,0.08,0.532,1.02e-05,0.0869,0.397,104.912,214857.0,2021
25591,198,"DJ Alex, Tirri La Roca",DJ Alex,spotify:artist:7ygNQCdpQWW7iSWAxDhvhI,cumbia 420,OREGANO | E1,2021-11-17,1,https://i.scdn.co/image/ab67616d0000b273f37d2ca26716caa396d0c60d,198,-1,0.741,0.41,6,0,-10.28,0.319,0.201,0.0,0.182,0.504,140.988,121263.0,2021
36240,198,Boney M.,Boney M.,spotify:artist:54R6Y0I7jGUCveDTtI21nb,europop,Mary's Boy Child / Oh My Lord,2017-11-10,30,https://i.scdn.co/image/ab67616d0000b27350aa0f2afd71cc8da311742d,61,-1,0.781,0.718,0,1,-8.722,0.0361,0.278,0.0,0.202,0.925,112.542,241427.0,2017
15676,198,"Tainy, Yandel",Tainy,spotify:artist:0GM7qgcRCORpGnfcN2tCiB,reggaeton,DEJA VU,2021-07-01,1,https://i.scdn.co/image/ab67616d0000b2730835df78204d970a205843d7,198,-1,0.737,0.803,7,0,-5.144,0.0451,0.0371,0.000243,0.125,0.66,90.017,178375.0,2021
40114,198,"Usher, Lil Jon, Ludacris",Usher,spotify:artist:23zg3TcAtWQy7J6upgbUnj,atl hip hop,Yeah! (feat. Lil Jon & Ludacris),2004-03-23,21,https://i.scdn.co/image/ab67616d0000b273365b3fb800c19f7ff72602da,169,191,0.894,0.791,2,1,-4.699,0.112,0.0183,0.0,0.0388,0.583,105.018,250373.0,2004
29746,198,TOTO,TOTO,spotify:artist:0PFtn5NtBbbUNbU9EAmIWF,rock,Africa,1982-04-08,10,https://i.scdn.co/image/ab67616d0000b2734a052b99c042dc15f933145b,71,-1,0.671,0.373,9,1,-18.064,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893.0,1982
3266,198,Paloma Faith,Paloma Faith,spotify:artist:4fwuXg6XQHfdlOdmw36OHa,uk pop,Only Love Can Hurt Like This,2014-03-10,24,https://i.scdn.co/image/ab67616d0000b273c4576f635253db511bb43789,192,192,0.566,0.885,8,1,-4.528,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,232893.0,2014
2455,198,Fer Palacio,Fer Palacio,spotify:artist:4frBEXn8nhWzOVwfCSpuYB,pop argentino,La Playax,2019-06-26,1,https://i.scdn.co/image/ab67616d0000b273343fdbcf62084308a968de97,65,-1,0.837,0.57,10,1,-4.957,0.197,0.21,0.0,0.113,0.92,100.002,142304.0,2019
88,198,Glass Animals,Glass Animals,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,gauze pop,Heat Waves,2020-08-06,18,https://i.scdn.co/image/ab67616d0000b2739e495fb707973f3390850eea,170,170,0.761,0.525,11,1,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805.0,2020
32773,198,The Rubens,The Rubens,spotify:artist:2hrWpLNoJcs1EnWSXvB6JI,australian pop,Live In Life,2021-01-27,5,https://i.scdn.co/image/ab67616d0000b273e0cacb92913212de61516158,24,-1,0.671,0.727,5,0,-4.405,0.0372,0.201,0.0,0.158,0.577,104.016,215520.0,2021
1153,198,Miley Cyrus,Miley Cyrus,spotify:artist:5YGY8feqx7naU7z4HrwZM6,dance pop,The Climb - Stripped,2009-01-01,8,https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0,198,-1,0.336,0.602,4,1,-6.354,0.0325,0.0635,0.0,0.141,0.299,161.01,234520.0,2009
30037,198,Childish Gambino,Childish Gambino,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,hip hop,Redbone,2016-12-02,11,https://i.scdn.co/image/ab67616d0000b273f78c98bbf2b3c9e2a764203e,16,191,0.743,0.344,1,1,-11.174,0.118,0.169,0.00879,0.103,0.577,160.15,326933.0,2016
2014,197,Nestor En Bloque,Nestor En Bloque,spotify:artist:2to8xMgnoxHCXPF7eWJPvg,cumbia 420,Una Calle Nos Separa,2004-11-05,12,https://i.scdn.co/image/ab67616d0000b273400272120ba6e572a4c7bb4f,159,-1,0.772,0.806,0,1,-5.308,0.0668,0.219,1.78e-05,0.138,0.765,134.98,212062.0,2004
40112,197,"Gotye, Kimbra",Gotye,spotify:artist:2AsusXITU8P25dlRNhcAbG,australian pop,Somebody That I Used To Know,2011-01-01,12,https://i.scdn.co/image/ab67616d0000b2738ac5768205ad97df3f4f4c0e,85,-1,0.865,0.521,0,1,-6.932,0.0371,0.548,0.000115,0.0989,0.748,129.059,244885.0,2011
37650,197,Bailey Zimmerman,Bailey Zimmerman,spotify:artist:3win9vGIxFfBRag9S63wwf,contemporary country,Rock and A Hard Place,2022-06-10,5,https://i.scdn.co/image/ab67616d0000b2737ed5cb7e2d828b026893e617,197,-1,0.582,0.568,1,1,-7.3,0.0275,0.577,0.0,0.105,0.394,121.991,207541.0,2022
16279,197,"Ovy On The Drums, Beéle",Ovy On The Drums,spotify:artist:3m5qlPf2OkihLz3dRYnkPA,colombian pop,Inolvidable,2020-01-15,1,https://i.scdn.co/image/ab67616d0000b2733c0c14b2eb48a8e0ac68899a,6,-1,0.84,0.543,0,1,-4.941,0.0568,0.678,0.0,0.128,0.74,139.929,225812.0,2020
30036,197,Drake,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,rap,Passionfruit,2017-03-18,22,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,2,-1,0.809,0.463,11,1,-11.377,0.0396,0.256,0.085,0.109,0.364,111.98,298941.0,2017
39554,197,Charlie Puth,Charlie Puth,spotify:artist:6VuMaDnrHyPL1p4EHjYLi7,pop,That's Hilarious,2022-04-08,2,https://i.scdn.co/image/ab67616d0000b273d901cb34a53fcad0e23781ea,197,-1,0.714,0.442,6,1,-5.909,0.0605,0.742,0.0,0.114,0.546,108.039,146855.0,2022
31689,197,Queen,Queen,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,glam rock,Don't Stop Me Now - Remastered 2011,1978-11-10,13,https://i.scdn.co/image/ab67616d0000b2737c39dd133836c2c1c87e34d6,58,-1,0.559,0.868,5,1,-5.276,0.17,0.0475,0.000176,0.776,0.609,156.295,209413.0,1978
87,197,Los Tipitos,Los Tipitos,spotify:artist:1SykQGBiBwkQ1fcGpJ1BJt,argentine rock,Campanas en la Noche,2004-08-01,12,https://i.scdn.co/image/ab67616d0000b2735c54b1c82340ebace0d27893,128,185,0.636,0.593,4,0,-5.181,0.0567,0.303,1.41e-05,0.108,0.742,145.972,237547.0,2004
9924,197,"Daddy Yankee, Myke Towers, Jhay Cortez",Daddy Yankee,spotify:artist:4VMYDCV2IEDYJArk749S6m,reggaeton,SÚBELE EL VOLUMEN,2021-07-16,1,https://i.scdn.co/image/ab67616d0000b2731975200048470f2d4ffb8e91,134,173,0.83,0.623,6,1,-4.056,0.0801,0.0219,0.0,0.0812,0.614,101.036,223366.0,2021
29745,197,Megan Thee Stallion,Megan Thee Stallion,spotify:artist:181bsRPaVXVlUKXrxwZfHK,dance pop,Thot Shit,2021-06-11,1,https://i.scdn.co/image/ab67616d0000b273bc4f7b30f8bbbb9af57ea212,197,-1,0.95,0.693,9,1,-3.424,0.0898,0.0133,0.0,0.173,0.891,130.02,184635.0,2021
1354,197,Camilo,Camilo,spotify:artist:28gNT5KBp7IjEOQoevXf9N,latin pop,KESI,2021-03-04,11,https://i.scdn.co/image/ab67616d0000b273d7210e8d6986196b28d084ef,197,-1,0.889,0.756,4,1,-4.23,0.056,0.132,0.0,0.0996,0.918,122.905,177255.0,2021
4140,197,Myke Towers,Myke Towers,spotify:artist:7iK8PXO48WeuP03g8YR51W,latin,Diosa,2020-01-24,18,https://i.scdn.co/image/ab67616d0000b273a01abf0f3b93ee5902fef2a7,6,185,0.801,0.745,6,0,-3.733,0.063,0.398,0.00603,0.153,0.245,104.965,214013.0,2020
618,197,Nathy Peluso,Nathy Peluso,spotify:artist:3VHAySZQPlfGlNLslzXYpN,rap latina,MAFIOSA,2021-07-07,1,https://i.scdn.co/image/ab67616d0000b273993247878f37901d05ff2dfb,132,177,0.617,0.668,1,1,-5.694,0.109,0.384,5.35e-06,0.0807,0.852,180.083,266218.0,2021
1068,197,Viejas Locas,Viejas Locas,spotify:artist:7wTu5u7W3kc9Id5JAvSAFV,argentine rock,Me Gustas Mucho,1999-01-01,15,https://i.scdn.co/image/ab67616d0000b273df3f8fd1d8e59db737afc889,187,197,0.556,0.601,4,1,-7.511,0.0336,0.0742,0.00474,0.205,0.605,111.106,199933.0,1999
30585,197,Jason Mraz,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,neo mellow,I'm Yours,2008-05-01,26,https://i.scdn.co/image/ab67616d0000b2732a51209f34db2c3e974db333,87,200,0.703,0.444,11,1,-9.331,0.0417,0.559,0.0,0.0973,0.712,150.96,242947.0,2008
7585,197,"24kGoldn, iann dior",24kGoldn,spotify:artist:6fWVd57NKTalqvmjRd2t8Z,pop rap,Mood (feat. iann dior),2021-03-26,13,https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5,45,173,0.701,0.716,7,0,-3.671,0.0361,0.174,0.0,0.324,0.732,91.007,140533.0,2021
20115,197,"De La Ghetto, Rauw Alejandro",De La Ghetto,spotify:artist:3EiLUeyEcA6fbRPSHkG5kb,reggaeton flow,Loco Por Perrearte - Remix,2022-06-03,1,https://i.scdn.co/image/ab67616d0000b2734baa286b027f4a7275c32d54,197,-1,0.848,0.673,11,0,-4.034,0.058,0.0147,0.00652,0.102,0.39,93.987,199149.0,2022
33198,197,Sam Smith,Sam Smith,spotify:artist:2wY79sveU1sp5g7SokKOiI,dance pop,Stay With Me,2014-01-01,15,https://i.scdn.co/image/ab67616d0000b273aeca5ce27cb0041319cbb734,136,194,0.418,0.42,0,1,-6.444,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724.0,2014
32506,197,Tame Impala,Tame Impala,spotify:artist:5INjqkS1o8h1imAzPqGZBb,australian psych,Eventually,2015-07-17,13,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79,197,200,0.424,0.615,9,0,-6.217,0.0325,0.0158,0.000389,0.0844,0.155,77.935,318591.0,2015
33055,197,Taylor Swift,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,pop,Cruel Summer,2019-08-23,18,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,22,-1,0.552,0.702,9,1,-5.707,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427.0,2019
8225,197,"Ryan Castro, Feid",Ryan Castro,spotify:artist:7j6DKwmjbxvpQO8h914uEz,trap colombiano,Monastery,2021-11-12,1,https://i.scdn.co/image/ab67616d0000b273b375641ac437f2cca823f732,164,200,0.811,0.5,5,0,-6.717,0.0976,0.104,0.0,0.372,0.789,178.017,189333.0,2021
32772,197,Travis Scott,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,hip hop,HIGHEST IN THE ROOM,2019-10-04,1,https://i.scdn.co/image/ab67616d0000b273e42b5fea4ac4c3d6328b622b,3,-1,0.598,0.427,7,0,-8.764,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721.0,2019
