,rank,artist_names,artist_individual,artist_id,artist_genre,track_name,release_date,album_num_tracks,album_cover,peak_rank,previous_rank,danceability,energy,key,mode,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,release_year
288,55,BTS,BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,k-pop,Butter,2021-06-04,5,https://i.scdn.co/image/ab67616d0000b2736bb2b8231817c8d205d07fb2,23,50,0.759,0.459,8,1,-5.187,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442.0,2021
34906,55,Kanye West,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,chicago rap,Believe What I Say,2021-08-29,27,https://i.scdn.co/image/ab67616d0000b2736ba1cffc9b2c5469503430b3,17,17,0.595,0.656,7,1,-7.868,0.247,0.148,0.0,0.47,0.416,99.811,242400.0,2021
29648,55,Roddy Ricch,Roddy Ricch,spotify:artist:757aE44tKEUQEqRuT6GnEB,melodic rap,late at night,2021-06-04,1,https://i.scdn.co/image/ab67616d0000b27368d52e5f5058e58ce3e62c77,50,50,0.643,0.403,1,0,-11.254,0.41,0.343,0.0,0.138,0.111,98.54,174682.0,2021
194,55,Nathy Peluso,Nathy Peluso,spotify:artist:3VHAySZQPlfGlNLslzXYpN,r&b en espanol,DELITO,2020-10-02,12,https://i.scdn.co/image/ab67616d0000b2735eb6fc30c41f63356f7af40a,32,44,0.54,0.508,7,0,-7.868,0.29,0.522,1.13e-05,0.0755,0.653,82.606,203137.0,2020
30216,55,Taylor Swift,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,pop,The Very First Night (Taylor's Version) (From The Vault),2021-11-12,30,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,55,-1,0.678,0.733,7,1,-5.025,0.0281,0.00115,0.0,0.104,0.581,121.009,200280.0,2021
6789,54,"FMK, Duki",FMK,spotify:artist:0dUyjgCyjfj5eMx6bX2TWf,trap latino,Tu Nombre,2022-03-10,10,https://i.scdn.co/image/ab67616d0000b273ab7b3b14923d6b4141c3299d,39,46,0.747,0.637,0,0,-5.791,0.204,0.125,0.0,0.146,0.573,87.988,201818.0,2022
29510,54,Vance Joy,Vance Joy,spotify:artist:10exVja0key0uqUkk6LJRT,pop,Missing Piece,2021-05-19,1,https://i.scdn.co/image/ab67616d0000b273d41a053ba79b2f990e880dde,54,57,0.628,0.877,0,1,-4.205,0.046,0.0155,5.97e-06,0.113,0.721,101.992,217408.0,2021
7393,54,"Cazzu, Alan Gomez",Cazzu,spotify:artist:6w3SkAHYPsQ1bxV7VDlG5y,latin,TURRA,2021-03-18,1,https://i.scdn.co/image/ab67616d0000b273e0879ad759569de55883ae00,54,76,0.734,0.7,6,1,-4.677,0.255,0.427,0.000143,0.0956,0.714,173.846,206400.0,2021
40709,54,"Taylor Swift, Ed Sheeran",Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,pop,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),2021-11-12,30,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,54,-1,0.498,0.61,6,1,-5.098,0.0363,0.271,0.0,0.223,0.474,79.918,245427.0,2021
9210,54,"Julianno Sosa, King Savagge",Julianno Sosa,spotify:artist:4IC2X34tZmHG3VfTbpzvwL,trap latino,Cochinae,2022-04-19,6,https://i.scdn.co/image/ab67616d0000b273da5d0afab9092640be806951,48,52,0.855,0.72,6,1,-7.953,0.0516,0.0626,0.0187,0.268,0.948,97.984,200816.0,2022
31860,54,The Weeknd,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,pop,Dawn FM,2022-01-06,16,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,54,-1,0.28,0.478,9,0,-8.755,0.037,0.674,5.85e-05,0.483,0.0807,111.65,96240.0,2022
29929,53,Leah Kate,Leah Kate,spotify:artist:6oWOHAOyBUn6aJlKIPJK9r,pop,10 Things I Hate About You,2022-03-23,1,https://i.scdn.co/image/ab67616d0000b273596a9d381ffda7d97da5d702,15,37,0.544,0.786,8,1,-2.97,0.0501,0.00991,0.0,0.169,0.446,153.967,157138.0,2022
30073,53,Billie Eilish,Billie Eilish,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,art pop,I Didn't Change My Number,2021-07-30,16,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,53,-1,0.849,0.48,9,1,-5.835,0.226,0.612,0.269,0.295,0.677,142.021,158463.0,2021
6787,53,"zzoilo, Aitana",zzoilo,spotify:artist:7c53ZFyajVMTo08HmvoB6b,0,Mon Amour - Remix,2021-08-18,1,https://i.scdn.co/image/ab67616d0000b273545c930fa9fada545b01f71d,25,47,0.748,0.761,2,1,-6.621,0.102,0.122,6.56e-06,0.0984,0.362,116.041,179940.0,2021
193,53,Camilo,Camilo,spotify:artist:28gNT5KBp7IjEOQoevXf9N,latin pop,Vida de Rico,2021-03-04,11,https://i.scdn.co/image/ab67616d0000b273d7210e8d6986196b28d084ef,2,45,0.808,0.497,6,1,-4.008,0.0453,0.18,0.0,0.0642,0.962,87.987,184722.0,2021
9208,53,"Rei, Callejero Fino",Rei,spotify:artist:4IG1SDlwgNKzqTmjBrvY3K,trap latino,Tu Turrito,2022-05-04,1,https://i.scdn.co/image/ab67616d0000b2734aeb7bab88632a5e080c36fb,53,65,0.838,0.545,9,0,-6.1,0.0604,0.0966,0.0,0.0927,0.428,90.023,164701.0,2022
35859,53,Kendrick Lamar,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,conscious hip hop,Auntie Diaries,2022-05-13,18,https://i.scdn.co/image/ab67616d0000b273f30764d5fa1e439ad6a7742f,53,-1,0.52,0.375,0,1,-13.409,0.358,0.745,0.0122,0.429,0.589,127.544,281070.0,2022
35177,53,The Kid LAROI,The Kid LAROI,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,australian hip hop,OVER YOU,2021-07-23,29,https://i.scdn.co/image/ab67616d0000b2738e6551a2944764bc8e33a960,53,-1,0.454,0.718,8,0,-5.084,0.107,0.431,0.0,0.163,0.275,141.556,150888.0,2021
40020,53,"Maroon 5, Megan Thee Stallion",Maroon 5,spotify:artist:04gDigrS5kc9YWfZHwBETP,pop,Beautiful Mistakes (feat. Megan Thee Stallion),2021-03-03,1,https://i.scdn.co/image/ab67616d0000b273a6c1dea2b83a2309d9e0adc3,34,54,0.713,0.676,10,1,-5.483,0.027,0.0377,0.0,0.154,0.721,99.048,227395.0,2021
30215,53,Jason Derulo,Jason Derulo,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,pop,Acapulco,2021-09-03,1,https://i.scdn.co/image/ab67616d0000b2738544aa5ba43894b7103ec757,34,34,0.774,0.792,10,1,-4.021,0.0523,0.051,0.0,0.155,0.507,122.062,139672.0,2021
36135,53,Paul Kelly,Paul Kelly,spotify:artist:0SNWoGaDlrCompmg9rXeNq,australian alternative rock,How to Make Gravy,2019-11-15,43,https://i.scdn.co/image/ab67616d0000b273eaf3f5466ee63f5931d46513,47,-1,0.397,0.722,4,1,-6.599,0.0355,0.0554,0.0,0.248,0.393,95.156,268912.0,2019
17536,53,"Bizarrap, Quevedo",Bizarrap,spotify:artist:716NhGYqD1jl2wI1Qkgq36,argentine hip hop,"Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,1,https://i.scdn.co/image/ab67616d0000b273d126d2ac15aac8d153ce9672,53,-1,0.621,0.782,2,1,-5.548,0.044,0.0125,0.033,0.23,0.55,128.033,198938.0,2022
42475,52,"The Weeknd, Lil Wayne",The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,I Heard You’re Married (feat. Lil Wayne),2022-01-06,16,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,52,-1,0.736,0.848,9,0,-5.494,0.171,0.103,0.0,0.299,0.784,109.946,263642.0,2022
192,52,Lil Nas X,Lil Nas X,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,pop,MONTERO (Call Me By Your Name),2021-03-26,1,https://i.scdn.co/image/ab67616d0000b273ddb9cf14094fa5b3f8683b14,52,150,0.61,0.508,8,0,-6.682,0.152,0.297,0.0,0.384,0.758,178.818,137876.0,2021
6783,52,"Kaleb Di Masi, Salastkbron, Alejo Isakk, Omar Varela",Kaleb Di Masi,spotify:artist:5U5wYVqrbD6J8SK4kNhau4,rkt,P rreo,2022-02-25,1,https://i.scdn.co/image/ab67616d0000b273757f9869436b3d27d17bda49,52,55,0.888,0.683,7,1,-3.86,0.105,0.0215,0.0,0.0569,0.534,92.032,198913.0,2022
17534,52,"LOUTA, WOS",LOUTA,spotify:artist:5l4GdLELvdnXZVT5g947i3,pop argentino,QUEREME,2022-06-16,1,https://i.scdn.co/image/ab67616d0000b2739da1c1ab9d2f8eb48de56570,43,43,0.795,0.625,7,1,-6.966,0.0751,0.151,0.0,0.128,0.715,99.991,194840.0,2022
41022,52,"Paul Woolford, Diplo, Kareen Lomax",Paul Woolford,spotify:artist:4CA8PTrbq1l5IgyvBA2JSV,pop dance,Looking For Me,2020-06-24,1,https://i.scdn.co/image/ab67616d0000b273ab080bd1dc604f9b4d9c1d71,34,44,0.641,0.529,6,1,-11.536,0.0288,0.00441,0.000862,0.0809,0.449,121.027,211452.0,2020
30619,52,Justin Bieber,Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,canadian pop,2 Much,2021-03-19,16,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,52,-1,0.583,0.444,9,1,-8.601,0.0456,0.593,0.0,0.353,0.167,119.59,152796.0,2021
30214,52,Travis Scott,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,rap,ESCAPE PLAN,2021-11-05,2,https://i.scdn.co/image/ab67616d0000b273eba68473429f9f4eaf1943d0,19,19,0.839,0.506,5,0,-6.714,0.133,0.00207,0.0,0.13,0.44,154.12,149610.0,2021
9204,52,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",Chris Jedi,spotify:artist:0qTZZWLzuD59Un5r1speHm,latin hip hop,La Llevo Al Cielo (Ft. Ñengo Flow),2022-05-20,1,https://i.scdn.co/image/ab67616d0000b27361667b3968ad3a61d0e114ba,52,54,0.795,0.845,9,0,-3.809,0.135,0.105,1.14e-05,0.172,0.769,170.023,254920.0,2022
29781,52,Mimi Webb,Mimi Webb,spotify:artist:3GxKJzJK4LpsYGXQrw77wz,dance pop,Dumb Love,2021-06-11,1,https://i.scdn.co/image/ab67616d0000b273e910ee190e44404aafe9f886,52,115,0.569,0.422,0,1,-5.856,0.0302,0.0296,0.0,0.0613,0.175,76.96,207068.0,2021
40018,52,"Amy Shark, Keith Urban",Amy Shark,spotify:artist:2DORQjKJVYZMx9uu82UGtT,australian pop,Love Songs Ain't for Us (feat. Keith Urban),2021-04-30,13,https://i.scdn.co/image/ab67616d0000b27356bb5daea8dab10126661bc5,35,52,0.396,0.351,4,1,-7.787,0.0655,0.591,0.0,0.158,0.245,182.457,220867.0,2021
7389,51,"Lyanno, Rauw Alejandro, Lenny Tavárez, Maria Becerra",Lyanno,spotify:artist:1Ts9of7VPZElwPQnqnDSfW,reggaeton flow,En Tu Cuerpo - Remix,2020-09-04,1,https://i.scdn.co/image/ab67616d0000b273903f1a327630a0be2a9856f0,18,47,0.742,0.497,0,0,-9.381,0.0746,0.249,0.00335,0.0993,0.558,156.013,310860.0,2020
727,51,Kate Bush,Kate Bush,spotify:artist:1aSxMhuvixZ8h9dK9jIDwL,uk pop,Running Up That Hill (A Deal With God) - 2018 Remaster,1985-01-01,12,https://i.scdn.co/image/ab67616d0000b27396ab64f52273635308b6bf27,42,42,0.629,0.547,10,0,-13.123,0.055,0.72,0.00314,0.0604,0.197,108.375,298933.0,1985
30344,51,Nirvana,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh,grunge,Something In The Way,1991-09-24,75,https://i.scdn.co/image/ab67616d0000b273444f118a9126af9e1483dcc0,51,-1,0.426,0.225,8,1,-12.422,0.0291,0.823,0.367,0.11,0.0643,104.506,232204.0,1991
40707,51,"Taylor Swift, Chris Stapleton",Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,pop,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),2021-11-12,30,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,51,-1,0.391,0.715,0,1,-4.516,0.0495,0.167,0.0,0.183,0.473,149.654,285107.0,2021
6780,51,"Tainy, Bad Bunny, Julieta Venegas",Tainy,spotify:artist:0GM7qgcRCORpGnfcN2tCiB,trap latino,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),2021-10-05,1,https://i.scdn.co/image/ab67616d0000b273abe9c2b5f03653d6b87696e6,20,51,0.639,0.703,4,0,-6.33,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,207301.0,2021
29927,51,Luke Combs,Luke Combs,spotify:artist:718COspgdWOnwOFpJHRZHS,country,The Kind of Love We Make,2022-06-17,1,https://i.scdn.co/image/ab67616d0000b273390865a50e24d8763b57d58e,51,-1,0.608,0.745,1,1,-4.13,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,224427.0,2022
12732,51,"KHEA, FMK",KHEA,spotify:artist:4m6ubhNsdwF4psNf3R8kwR,trap argentino,Otro,2022-01-24,1,https://i.scdn.co/image/ab67616d0000b273dd3085081c09a42c724e4e9f,51,-1,0.736,0.631,0,1,-4.97,0.0829,0.241,0.0,0.0749,0.794,168.009,208960.0,2022
43699,51,"Cardi B, Kanye West, Lil Durk",Cardi B,spotify:artist:4kYSro6naA4h99UJvo89HB,rap,Hot Shit (feat. Ye & Lil Durk),2022-07-01,1,https://i.scdn.co/image/ab67616d0000b273b629e669238964a725937c1b,34,34,0.878,0.685,9,1,-5.28,0.225,0.00152,0.0,0.0753,0.523,157.003,211649.0,2022
7386,50,"Maluma, Lenny Tavárez, Justin Quiles",Maluma,spotify:artist:1r4hJ1h58CWwUQe3MxPuau,reggaeton,Parce (feat. Justin Quiles),2020-08-21,22,https://i.scdn.co/image/ab67616d0000b27387d15f78ec75621d40028baf,8,40,0.691,0.739,5,0,-3.09,0.229,0.422,3.95e-06,0.11,0.884,83.897,248345.0,2020
40880,50,"Labrinth, Zendaya",Labrinth,spotify:artist:2feDdbD5araYcm6JhFHHw7,indie poptimism,All For Us,2019-11-21,15,https://i.scdn.co/image/ab67616d0000b27343bc512b34c0dba811c70e12,49,49,0.46,0.66,3,1,-6.642,0.0652,0.0108,0.000139,0.34,0.18,141.722,191710.0,2019
6778,50,"Oscu, Nobeat",Oscu,spotify:artist:5iDqEobZRSTiBSAk6jLp4A,trap argentino,Numero 1,2022-03-15,1,https://i.scdn.co/image/ab67616d0000b27309d346beb120b9b24523d509,50,100,0.842,0.729,8,1,-4.404,0.0753,0.0991,6.71e-06,0.0695,0.96,89.978,164000.0,2022
7687,50,"Duki, YSY A, Rei",Duki,spotify:artist:1bAftSH8umNcGZ0uyV7LMg,trap argentino,Pintao,2021-04-22,18,https://i.scdn.co/image/ab67616d0000b273305240b65c28020de3aac8eb,23,44,0.735,0.797,2,1,-5.328,0.0638,0.143,0.0,0.0823,0.471,105.765,167341.0,2021
33091,50,Rancid Eddie,Rancid Eddie,spotify:artist:5mM1pN7Q1oid52X9eL5nmx,0,Dry,2021-09-26,1,https://i.scdn.co/image/ab67616d0000b273e767b3409640ee6d8985bd3f,50,-1,0.711,0.763,4,1,-3.888,0.0298,0.101,0.0,0.187,0.792,106.006,190223.0,2021
7999,50,"Bizarrap, L-Gante, Pablo Lescano",Bizarrap,spotify:artist:716NhGYqD1jl2wI1Qkgq36,pop venezolano,Pinta,2022-01-19,1,https://i.scdn.co/image/ab67616d0000b273c59c8346b93cd435256d2565,50,-1,0.733,0.896,9,1,-3.25,0.157,0.187,0.0,0.0671,0.941,88.059,177950.0,2022
33507,50,Andy Williams,Andy Williams,spotify:artist:4sj6D0zlMOl25nprDJBiU9,brill building pop,It's the Most Wonderful Time of the Year,1963-01-01,12,https://i.scdn.co/image/ab67616d0000b273585897779cf3591ba0f07650,10,76,0.234,0.526,2,1,-11.656,0.0411,0.871,2.34e-06,0.122,0.649,201.739,151000.0,1963
40440,50,"Kanye West, XXXTENTACION",Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,rap,True Love,2022-05-27,1,https://i.scdn.co/image/ab67616d0000b273f52f6a4706fea3bde44467c3,15,25,0.712,0.861,5,0,-5.487,0.25,0.0182,6.09e-06,0.511,0.388,84.042,148571.0,2022
41604,50,"Taylor Swift, Maren Morris",Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,pop,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),2021-03-26,1,https://i.scdn.co/image/ab67616d0000b273b7afb31fe699dae7c34eea1b,50,-1,0.589,0.496,2,1,-7.606,0.0377,0.818,0.0,0.101,0.44,142.731,220839.0,2021
20,49,Ryan Castro,Ryan Castro,spotify:artist:7j6DKwmjbxvpQO8h914uEz,trap colombiano,Jordan,2021-04-30,1,https://i.scdn.co/image/ab67616d0000b273a60c2f9c4737c3319da3e5d4,49,54,0.796,0.68,10,0,-5.555,0.37,0.0575,0.000683,0.103,0.71,179.923,176143.0,2021
191,49,Bad Bunny,Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,reggaeton,TE MUDASTE,2020-11-27,16,https://i.scdn.co/image/ab67616d0000b273005ee342f4eef2cc6e8436ab,28,46,0.811,0.637,10,0,-4.835,0.0591,0.234,0.000572,0.118,0.471,92.025,130014.0,2020
29926,49,Benson Boone,Benson Boone,spotify:artist:22wbnEMDvgVIAGdFeek6ET,pop,In The Stars,2022-04-29,1,https://i.scdn.co/image/ab67616d0000b273786e4e2c43c2897fafabbfb6,31,41,0.362,0.54,10,1,-6.031,0.0528,0.338,0.0,0.139,0.3,78.007,216410.0,2022
10019,49,"Nicki Nicole, Mora",Nicki Nicole,spotify:artist:2UZIAOlrnyZmyzt1nuXr9y,argentine hip hop,Toa la Vida,2021-10-28,16,https://i.scdn.co/image/ab67616d0000b27319f7055ea11fba4868f7794a,33,51,0.615,0.564,1,0,-6.095,0.258,0.657,2.25e-06,0.101,0.459,171.877,218969.0,2021
286,49,Dillom,Dillom,spotify:artist:4cJD9t5QBFTUQcd3xfbOb2,trap argentino,OPA,2021-05-27,1,https://i.scdn.co/image/ab67616d0000b2731d88f4c3ef576bd2ab035684,42,42,0.926,0.627,8,0,-5.44,0.188,0.143,5.23e-05,0.0753,0.851,100.001,170320.0,2021
29507,49,The Killers,The Killers,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,rock,Mr. Brightside,2004-01-01,12,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d,44,53,0.352,0.911,1,1,-5.23,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973.0,2004
6776,48,"MYA, Emilia",MYA,spotify:artist:5Rj6rNR8zIlUUDCs1OyPmW,pop argentino,BB,2021-11-23,14,https://i.scdn.co/image/ab67616d0000b273fdd32c462cca93da5bb96b9b,5,43,0.769,0.764,1,1,-4.709,0.181,0.137,0.0,0.088,0.846,88.06,156326.0,2021
33648,48,Taylor Swift,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,pop,This Love (Taylor’s Version),2022-05-06,2,https://i.scdn.co/image/ab67616d0000b273b7fe6e9265a84c3b6eb66d34,48,-1,0.47,0.494,4,1,-8.672,0.0349,0.302,0.0,0.0672,0.0524,144.039,250100.0,2022
7383,48,"L-Gante, Homer El Mero Mero, DT.Bilardo",L-Gante,spotify:artist:4YYxffPVDFe9XoqqbRW6Bq,cumbia 420,Titubeo,2021-01-17,1,https://i.scdn.co/image/ab67616d0000b273814bbc128155c4bfa76e8a2e,48,48,0.891,0.585,1,0,-5.911,0.141,0.26,0.0,0.176,0.558,92.003,205435.0,2021
42180,48,"Lil Nas X, YoungBoy Never Broke Again",Lil Nas X,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,lgbtq+ hip hop,Late To Da Party (F*CK BET) (feat. YoungBoy Never Broke Again),2022-06-24,1,https://i.scdn.co/image/ab67616d0000b273d6fac83a4a26f069e3e4e44e,48,-1,0.872,0.422,1,0,-7.415,0.363,0.0254,0.0,0.109,0.778,149.956,180666.0,2022
8628,48,"LIT killah, Rusherking",LIT killah,spotify:artist:1vqR17Iv8VFdzure1TAXEq,trap triste,A tus Pies,2021-08-19,14,https://i.scdn.co/image/ab67616d0000b273017f7f0b78acc1b124f4cb80,48,-1,0.779,0.637,5,0,-4.199,0.0495,0.187,0.0,0.175,0.781,144.968,211964.0,2021
29777,48,Post Malone,Post Malone,spotify:artist:246dkjvS1zLTtiykXe5h60,rap,Motley Crew,2021-07-09,1,https://i.scdn.co/image/ab67616d0000b2733520e90ee2daf6000ab507cb,13,46,0.797,0.631,3,0,-3.818,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,184213.0,2021
31855,47,The Weeknd,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,canadian pop,Best Friends,2022-01-06,16,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,47,-1,0.737,0.564,4,0,-7.045,0.105,0.436,0.0,0.351,0.528,90.0,163504.0,2022
7678,47,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",J Balvin,spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5,reggaeton colombiano,Poblado - Remix,2021-06-18,1,https://i.scdn.co/image/ab67616d0000b273a7d29ec22bb580efedf76275,47,-1,0.813,0.809,3,0,-5.382,0.0846,0.102,1.37e-06,0.377,0.646,93.005,393280.0,2021
6774,47,"Emilia, Tiago PZK",Emilia,spotify:artist:0AqlFI0tz2DsEoJlKSIiT9,pop argentino,rápido lento,2021-09-30,1,https://i.scdn.co/image/ab67616d0000b27329a093c6af6b2905afa604fb,2,35,0.793,0.352,8,1,-7.675,0.0955,0.302,0.0,0.175,0.666,80.014,213000.0,2021
190,47,Camilo,Camilo,spotify:artist:28gNT5KBp7IjEOQoevXf9N,latin pop,Ropa Cara,2021-03-04,11,https://i.scdn.co/image/ab67616d0000b273d7210e8d6986196b28d084ef,9,36,0.813,0.549,4,0,-3.691,0.0991,0.124,0.000708,0.0987,0.646,169.947,162229.0,2021
29925,47,Taylor Swift,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,pop,Don’t Blame Me,2017-11-10,15,https://i.scdn.co/image/ab67616d0000b273da5d5aeeabacacc1263c0f4b,40,40,0.615,0.534,9,0,-6.719,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,236413.0,2017
33360,47,Ariana Grande,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,dance pop,Santa Tell Me,2014-11-24,1,https://i.scdn.co/image/ab67616d0000b273fb704b7e832b40f08c14629c,3,-1,0.525,0.621,7,1,-7.364,0.116,0.0489,0.0,0.294,0.591,191.9,204093.0,2014
35856,47,Kendrick Lamar,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,conscious hip hop,Crown,2022-05-13,18,https://i.scdn.co/image/ab67616d0000b273f30764d5fa1e439ad6a7742f,47,-1,0.355,0.245,1,0,-13.475,0.0358,0.801,9.11e-05,0.112,0.162,173.329,264299.0,2022
30211,47,Taylor Swift,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,pop,Enchanted,2010-10-25,14,https://i.scdn.co/image/ab67616d0000b273d0eae3c1661a96570f0ca7bd,47,172,0.535,0.618,8,1,-3.913,0.0273,0.0716,0.000388,0.169,0.228,81.975,352200.0,2010
12143,46,"Bizarrap, Chucky73",Bizarrap,spotify:artist:716NhGYqD1jl2wI1Qkgq36,pop venezolano,"Chucky73: Bzrp Music Sessions, Vol. 43",2021-08-25,1,https://i.scdn.co/image/ab67616d0000b273e93b9dc7af9fe9e87ccfd2e3,45,45,0.815,0.832,5,0,-3.622,0.104,0.538,1.01e-06,0.0686,0.912,110.01,141320.0,2021
29924,46,Beyoncé,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,r&b,BREAK MY SOUL,2022-06-21,1,https://i.scdn.co/image/ab67616d0000b273ef5c4d1b49aa500905423be3,46,-1,0.687,0.887,1,0,-5.04,0.0826,0.0575,2.21e-06,0.27,0.853,114.941,278282.0,2022
7378,46,"The La Planta, Nestor En Bloque, Marka Akme, MOMO, Pushi",The La Planta,spotify:artist:4oZolC0sCwCAKqsNXfRlVS,cumbia pop,Barrio Prendido,2020-10-30,1,https://i.scdn.co/image/ab67616d0000b2736732420ed18e6cb594e847ec,23,49,0.59,0.539,6,0,-8.251,0.0934,0.168,0.0,0.138,0.966,116.145,240008.0,2020
29504,46,Polo G,Polo G,spotify:artist:6AgTAQt8XS6jRWi4sX7w49,chicago rap,Martin & Gina,2020-05-15,16,https://i.scdn.co/image/ab67616d0000b273339f780dfdbc38558ea0761d,38,50,0.832,0.534,1,0,-7.813,0.253,0.345,0.0,0.165,0.116,93.924,132833.0,2020
6768,46,"Kaleb Di Masi, Ecko, Cazzu, Brray, Alan Gomez, DJ Tao",Kaleb Di Masi,spotify:artist:5U5wYVqrbD6J8SK4kNhau4,cumbia 420,Matatan - Remix,2022-03-10,1,https://i.scdn.co/image/ab67616d0000b2739188c067fb04f8a30ba92cf6,45,45,0.883,0.782,0,1,-6.286,0.314,0.259,0.0,0.0737,0.637,86.034,231680.0,2022
31854,46,The Weeknd,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,pop,Less Than Zero,2022-01-06,16,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,46,-1,0.535,0.791,0,1,-5.55,0.0327,0.00096,0.000155,0.0788,0.5,142.981,211814.0,2022
41755,46,"Demi Lovato, Ariana Grande",Demi Lovato,spotify:artist:6S2OmqARrzebs0tKUEyXyp,post-teen pop,Met Him Last Night (feat. Ariana Grande),2021-04-01,22,https://i.scdn.co/image/ab67616d0000b2736593537e6a1510219779f1a5,46,50,0.538,0.512,4,0,-4.548,0.0262,0.22,0.0,0.101,0.12,144.978,204632.0,2021
725,46,Bad Bunny,Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,reggaeton,Un Ratito,2022-05-06,23,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,23,47,0.787,0.546,0,0,-7.094,0.0532,0.305,4.55e-05,0.122,0.222,93.05,176936.0,2022
189,45,Farruko,Farruko,spotify:artist:329e4yvIujISKGKz1BZZbO,reggaeton,La Tóxica,2020-07-24,1,https://i.scdn.co/image/ab67616d0000b27300dbb42f00340f35ce0ec816,5,42,0.659,0.701,9,1,-4.107,0.164,0.0882,0.0,0.0866,0.623,91.97,180520.0,2020
42471,45,"The Weeknd, Tyler, The Creator",The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,"Here We Go… Again (feat. Tyler, the Creator)",2022-01-06,16,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,45,-1,0.469,0.623,1,1,-4.432,0.0302,0.345,0.0,0.588,0.198,134.943,209778.0,2022
40875,45,"Havana Brown, Hooligan Hefs, Teddy Cream",Havana Brown,spotify:artist:1EVWYRr2obCRDoSoD6KSuM,australian dance,We Run The Night - Teddy Cream Remix,2021-10-08,1,https://i.scdn.co/image/ab67616d0000b273e0a52e0e6a999b5491937b7a,28,36,0.657,0.882,9,0,-5.507,0.159,0.000641,0.00102,0.0623,0.512,132.077,174545.0,2021
